town,COUNTY,longitude,latitude,cost_of_living,Housing,Food,Energy,Transport,Education,PD,Population,FC,DUC,EC,CPI,AP,NHUP,IR,RR,SEP,PAD
Rann Na Feirste,Donegal,-8.309774007,55.0345834,1.716717039,1.731788697,1.420450859,1.521055607,1.587152429,2.3231376,125,431,3.04,0.595652118,16.03,3.2,7.1,0.170212766,2.7,7.225,1.693977076,1.030154988
Raphoe,Donegal,-7.598991098,54.87448946,2.177685582,2.519514282,1.420450859,2.234211686,2.391113481,2.3231376,817.1,1161,3.04,0.147645077,16.03,3.2,7.1,0.127659574,2.7,7.225,2.384403537,2.02108388
Rathmullan,Donegal,-7.536108626,55.1001158,1.428505417,2.224785156,1.420450859,1.954261222,2.093014649,-0.5499848,409.6,528,3.04,0.229593363,16.03,3.2,7.1,0.531914894,2.7,7.225,2.8,1.233143182
St. Johnston,Donegal,-7.461776143,54.93335473,2.553745376,2.675267612,1.420450859,2.38534261,2.547965799,3.7397,1173.8,571,3.04,0.258392757,16.03,3.2,7.1,0.14893617,2.7,7.225,2.815431052,1.311436108
Tievebane,Donegal,-7.421306066,55.06447097,1.236464832,2.739390808,1.420450859,2.447978492,2.612432,-3.037928,1362.1,495,3.04,0.314901063,16.03,3.2,7.1,0.234042553,2.7,7.225,3.5,1.16860466
Balbriggan,Dublin,-6.189293711,53.60841676,3.296062649,2.760702835,1.420450859,2.467096219,2.632063335,7.2,1425.4,24322,3.04,0.197554083,16.03,3.2,7.1,18.63829787,2.7,8.475,5.281675499,5.730099783
Ballyboghil,Dublin,-6.266639676,53.51879671,3.133515943,2.55317527,1.420450859,2.265837072,2.424116514,7.004,881.9,855,3.04,0.124460523,16.03,3.2,7.1,1.361702128,2.7,8.475,3.924847596,1.715148367
Balrothery,Dublin,-6.186065557,53.58712745,2.222436673,2.846830326,1.420450859,2.552880043,2.719862138,1.57216,1745.5,2282,3.04,0.197231336,16.03,3.2,7.1,0.70212766,2.7,8.475,3.284832678,2.696854428
Brittas,Dublin,-6.45748546,53.23973508,2.829283801,2.383711553,1.420450859,2.103171499,2.253085094,5.986,593.5,166,3.04,0.334183401,16.03,3.2,7.1,0.085106383,2.7,8.475,2.480519569,0.076034686
Donabate,Dublin,-6.148782689,53.48979351,3.178555812,3.317425559,1.420450859,3.018454397,3.191448244,4.945,5176.6,9669,3.04,0.245217535,16.03,3.2,7.1,19.70212766,2.7,8.475,5.702724033,4.140727068
Dublin city and suburbs,Dublin,-6.278152661,53.33184934,2.413781308,3.193497199,1.420450859,2.869121173,3.040837309,1.545,3658.6,1263219,3.04,0.255542322,16.03,3.2,7.1,1037.382979,2.7,8.475,6.768182532,8.830396801
Garristown,Dublin,-6.382085508,53.56530135,2.612736055,2.637699215,1.420450859,2.34790544,2.509312763,4.148312,1073.9,619,3.04,0,16.03,3.2,7.1,1.276595745,2.7,8.475,3.754888648,1.392152171
Glencullen,Dublin,-6.22205331,53.22142233,2.016665895,2.3224226,1.420450859,2.044965959,2.190986057,2.104504,513.9,376,3.04,0.379292873,16.03,3.2,7.1,0.042553191,2.7,8.475,1.662960511,0.893636041
Kinsaley,Dublin,-6.173773768,53.42299166,2.29665254,2.816667577,1.420450859,2.523031613,2.68935585,2.0337568,1626.8,906,3.04,0.25228125,16.03,3.2,7.1,4.319148936,2.7,8.475,4.155031362,1.773086204
Kinsealy-Drinan,Dublin,-6.20328344,53.44406389,2.760741968,3.527047512,1.420450859,3.227449571,3.401629418,2.22713248,8401.1,7526,3.04,0.216029397,16.03,3.2,7.1,5.659574468,2.7,8.475,5.024865985,3.890165869
Loughshinny,Dublin,-6.095375568,53.54695654,2.019075434,2.825661847,1.420450859,2.532118633,2.698645829,0.6185,1662,741,3.04,0.287296226,16.03,3.2,7.1,0.319148936,2.7,8.475,2.515964125,1.572047523
Lusk,Dublin,-6.167614015,53.52501033,3.326650726,3.32048076,1.420450859,3.021652493,3.194669519,5.676,5215.2,8806,3.04,0.218223252,16.03,3.2,7.1,11.06382979,2.7,8.475,5.515218841,4.047235484
Malahide,Dublin,-6.16081095,53.44498712,3.524196068,2.999211377,1.420450859,2.70245687,2.872111236,7.62675,2479.7,18608,3.04,0.251868903,16.03,3.2,7.1,19.68085106,2.7,8.475,5.570782528,4.795393773
Naul,Dublin,-6.28749493,53.58244264,1.941369775,2.792395289,1.420450859,2.499362394,2.665140331,0.3295,1538.6,684,3.04,0.096131166,16.03,3.2,7.1,0.340425532,2.7,8.475,2.237003272,1.492004816
Newcastle,Dublin,-6.487940949,53.29722107,2.499771531,2.837967173,1.420450859,2.544119495,2.710910129,2.98541,1709.7,7209,3.04,0.28822285,16.03,3.2,7.1,2.063829787,2.7,8.475,4.022597771,3.847132422
Oldtown,Dublin,-6.318339058,53.52228721,2.009412531,2.839517113,1.420450859,2.545675764,2.712508921,0.52891,1716.3,523,3.04,0.076901403,16.03,3.2,7.1,0.085106383,2.7,8.475,1.887937114,1.223628362
Portmarnock,Dublin,-6.137216637,53.42147217,1.363903455,2.769565415,1.420450859,2.475990902,2.641182097,-2.487672,1455.6,10750,3.04,0.283985204,16.03,3.2,7.1,16.44680851,2.7,8.475,#NUM!,4.246707931
Portrane,Dublin,-6.115941061,53.49724326,2.171358936,2.374439895,1.420450859,2.094252398,2.243613129,2.7240384,580.7,1262,3.04,0.274708518,16.03,3.2,7.1,0.191489362,2.7,8.475,2.481309703,2.104499941
Rathcoole,Dublin,-6.473818962,53.27915916,2.545229851,3.325055113,1.420450859,3.026200224,3.199248258,1.7551948,5270.4,5792,3.04,0.3004869,16.03,3.2,7.1,11.80851064,2.7,8.475,5.038364026,3.628279832
Rivermeade,Dublin,-6.290682656,53.45265933,2.363091193,3.426384099,1.420450859,3.127233939,3.30091707,0.54047,6661.7,521,3.04,0.145061041,16.03,3.2,7.1,0.042553191,2.7,8.475,2.185288801,1.21979694
Rush,Dublin,-6.099769164,53.52182343,2.587307861,3.009697308,1.420450859,2.713154985,2.882966154,2.91027,2542.5,10875,3.04,0.285644618,16.03,3.2,7.1,11.61702128,2.7,8.475,4.934289029,4.258268754
Saggart,Dublin,-6.444078674,53.28476506,2.622067462,3.067580014,1.420450859,2.770720372,2.941316066,2.91027,2908.6,4573,3.04,0.287304305,16.03,3.2,7.1,4.382978723,2.7,8.475,4.569386645,3.391971622
Skerries,Dublin,-6.118511489,53.57801687,0.784720063,3.16535744,1.420450859,2.867511189,3.039210827,-6.56893,3644.9,10743,3.04,0.263880556,16.03,3.2,7.1,9.85106383,2.7,8.475,2.724742877,4.246056557
Swords,Dublin,-6.231049732,53.45885744,1.946700395,2.534378594,1.420450859,2.244203947,2.401548573,1.13292,837,40776,3.04,0.184775838,16.03,3.2,7.1,32.70212766,2.7,8.475,4.491500711,5.57989585
Abbeyknockmoy,Galway,-8.752579338,53.43456795,3.063354517,2.772488749,1.420450859,2.479278768,2.644554209,6,1467,318,3.04,0.26355173,16.03,3.2,7.1,0.063829787,2.7,10.25,2.749604761,1.945338557
Ahascragh,Galway,-8.333871186,53.39849422,2.731474069,2.51811934,1.420450859,2.231028425,2.387771723,5.1,810.6,186,3.04,0.306639787,16.03,3.2,7.1,0.425531915,2.7,10.25,3.245308913,1.409033848
An CheathrRua,Galway,-9.605103311,53.26276979,3.77201988,2.518628281,1.420450859,2.232148413,2.388871849,10.3,811.6,725,3.04,1.105170923,16.03,3.2,7.1,0.276595745,2.7,10.25,3.364024757,2.769458829
An Spidal,Galway,-9.304645969,53.24606841,3.527378385,2.510952191,1.420450859,2.22454537,2.380943502,9.1,797.2,254,3.04,0.832508489,16.03,3.2,7.1,0.021276596,2.7,10.25,2.188510824,1.720621441
Annaghdown,Galway,-8.922646782,53.40802991,2.715066635,2.490505795,1.420450859,2.204447223,2.359929298,5.1,759.9,202,3.04,0.418684517,16.03,3.2,7.1,0.085106383,2.7,10.25,2.518288754,1.491554872
Athenry,Galway,-8.749538239,53.30173708,3.098157314,2.830841155,1.420450859,2.536437493,2.703057066,6,1678.9,4603,3.04,0.364034476,16.03,3.2,7.1,4.574468085,2.7,10.25,4.663516681,4.617750718
Clare galway,Galway,-8.943933336,53.34111016,3.270038777,2.582764141,1.420450859,2.293796915,2.453181971,7.6,942.7,1632,3.04,0.472094159,16.03,3.2,7.1,1.276595745,2.7,10.25,3.961240492,3.58084871
Ballinasloe,Galway,-8.220055648,53.32989731,2.73305436,2.654976372,1.420450859,2.363961896,2.525882674,4.7,1115.2,6597,3.04,0.43731443,16.03,3.2,7.1,3.659574468,2.7,10.25,4.282881208,5.017279837
Ballinderreen,Galway,-8.911816233,53.18693466,1.994660036,2.422569724,1.420450859,2.139125844,2.291153751,1.7,647.9,383,3.04,0.552865686,16.03,3.2,7.1,0.063829787,2.7,10.25,1.846980298,2.131322164
Ballygar,Galway,-8.326995784,53.5210754,2.13843916,2.458681365,1.420450859,2.173561143,2.327502434,2.312,705.2,660,3.04,0.245564807,16.03,3.2,7.1,0.29787234,2.7,10.25,2.686330311,2.675527009
Bearna,Galway,-9.159995272,53.2533467,2.678776263,2.379804246,1.420450859,2.098039297,2.247586914,5.248,585.5,2336,3.04,0.701523439,16.03,3.2,7.1,1.70212766,2.7,10.25,3.718512855,3.939482518
Cill R?in,Galway,-9.670779671,53.12246533,2.153644906,2.330238172,1.420450859,2.051615701,2.197993397,2.7679264,521.2,234,3.04,1.21682069,16.03,3.2,7.1,0.127659574,2.7,10.25,2.265212337,1.63860829
Clarinbridge,Galway,-8.878210703,53.23038211,2.190230024,2.507027299,1.420450859,2.220381129,2.376615633,2.4266752,789.7,905,3.04,0.49798975,16.03,3.2,7.1,0.936170213,2.7,10.25,3.253828608,2.991222118
Clifden,Galway,-10.01588689,53.49080986,2.171890944,2.641177053,1.420450859,2.351321674,2.512748334,1.9337568,1080.5,1259,3.04,1.464848,16.03,3.2,7.1,0.872340426,2.7,10.25,3.260712624,3.321360208
Cluain B,Galway,-9.015536907,53.3758953,2.990886452,2.205753826,1.420450859,1.933232847,2.069994728,7.325,387.9,484,3.04,0.515822892,16.03,3.2,7.1,0.234042553,2.7,10.25,2.822822236,2.365372081
Corrandulla,Galway,-9.000427756,53.39652506,3.558317496,2.645150076,1.420450859,2.354690195,2.51629635,8.855,1090.7,398,3.04,0.493131486,16.03,3.2,7.1,0.234042553,2.7,10.25,3.354188706,2.16973918
Corrofin,Galway,-8.871254964,53.43382162,3.191209081,2.371541573,1.420450859,2.089987619,2.239065355,7.835,574.5,745,3.04,0.361232523,16.03,3.2,7.1,0.382978723,2.7,10.25,3.236503681,2.796671393
Craughwell,Galway,-8.736737218,53.22989464,2.813677527,2.593971571,1.420450859,2.304579443,2.464385763,5.285,967.5,1034,3.04,0.420928532,16.03,3.2,7.1,2.191489362,2.7,10.25,4.049435332,3.124477229
Dunmore,Galway,-8.739742454,53.61925628,0.484425781,2.63686959,1.420450859,2.346333849,2.507674606,-6.4892,1069.6,1731,3.04,0.184079818,16.03,3.2,7.1,1.319148936,2.7,10.25,#NUM!,3.63974173
Eyrecourt,Galway,-8.134364989,53.19899299,2.203574044,2.398325491,1.420450859,2.115915313,2.266578558,2.8166,612,254,3.04,0.588737418,16.03,3.2,7.1,0,2.7,10.25,#NUM!,1.720621441
Galway city and suburbs,Galway,-9.045448047,53.28527904,2.487151882,2.784952091,1.420450859,2.488876648,2.654375811,3.087104,1500.2,85910,3.04,0.587454439,16.03,3.2,7.1,44.08510638,2.7,10.25,5.309992315,6.720220155
Glenamaddy,Galway,-8.555895698,53.60999617,2.106539264,2.356126553,1.420450859,2.074871272,2.223007637,2.45824,554,557,3.04,0,16.03,3.2,7.1,0.340425532,2.7,10.25,2.666156171,2.505852414
Gort,Galway,-8.817695838,53.06424068,1.599931825,1.897256619,1.420450859,1.652600114,1.750231531,1.27912,183.7,375,3.04,0.605300229,16.03,3.2,7.1,0.340425532,2.7,10.25,1.903042571,2.1102132
Headford,Galway,-9.102542584,53.47105235,0.328151769,2.829281787,1.420450859,2.535122152,2.701704047,-7.8458,1673.4,1235,3.04,0.564028548,16.03,3.2,7.1,2.042553191,2.7,10.25,#NUM!,3.302113423
Kilcolgan,Galway,-8.8661563,53.21015335,2.703118668,2.604540018,1.420450859,2.315102631,2.475299831,4.7002,992.1,194,3.04,0.506098722,16.03,3.2,7.1,0.319148936,2.7,10.25,3.172665189,1.451145333
Killimor,Galway,-8.289436743,53.16746285,1.478066624,2.607317287,1.420450859,2.317833534,2.478131442,-1.4334,998.6,317,3.04,0.516561819,16.03,3.2,7.1,0.106382979,2.7,10.25,#NUM!,1.942188948
Kinvarra,Galway,-8.937725681,53.13890597,2.153386906,2.609435774,1.420450859,2.319807279,2.480171656,1.93706896,1003.2,721,3.04,0.6063993,16.03,3.2,7.1,1.659574468,2.7,10.25,3.50852935,2.763926312
Lackaghbeg,Galway,-8.886295808,53.36928781,2.537309154,2.723409625,1.420450859,2.43119908,2.595182528,3.51630368,1308.8,576,3.04,0.408784475,16.03,3.2,7.1,0.021276596,2.7,10.25,1.990861804,2.539394835
Loughrea,Galway,-8.572009167,53.19903707,2.583159118,2.682089631,1.420450859,2.390366944,2.553138155,3.86975,1187.7,6322,3.04,0.411274877,16.03,3.2,7.1,4.85106383,2.7,10.25,4.348226654,4.935078067
Maigh Cuilinn,Galway,-9.179219654,53.33362313,2.94670087,2.782496624,1.420450859,2.48902924,2.654527628,5.387,1500.6,2279,3.04,0.681846618,16.03,3.2,7.1,4.127659574,2.7,10.25,4.52331579,3.914779204
Milltown,Galway,-8.902700651,53.61555949,2.208508428,2.465602538,1.420450859,2.180352587,2.334636156,2.6415,716.8,1118,3.04,0.346849572,16.03,3.2,7.1,0.063829787,2.7,10.25,2.082272008,3.202583828
Monivea,Galway,-8.704892721,53.37331737,2.569233744,2.343360148,1.420450859,2.06302884,2.210328873,4.809,537.6,456,3.04,0.279672965,16.03,3.2,7.1,0.14893617,2.7,10.25,2.585514219,2.305779984
Mountbellew,Galway,-8.496737514,53.46788827,1.72658558,2.335790424,1.420450859,2.055688569,2.202498049,0.6185,528.1,774,3.04,0.153929678,16.03,3.2,7.1,0.042553191,2.7,10.25,1.142988009,2.834859048
Moylough,Galway,-8.567676546,53.48728337,3.362565121,2.728799748,1.420450859,2.436340756,2.600484242,7.62675,1325.3,526,3.04,0.123277,16.03,3.2,7.1,0.085106383,2.7,10.25,2.934615842,2.448588387
Na Forbacha,Galway,-9.200888905,53.25116723,1.855838608,2.309807871,1.420450859,2.031474821,2.176459487,1.341,496.4,868,3.04,0.738088372,16.03,3.2,7.1,1.127659574,2.7,10.25,2.875438562,2.949478889
Oranmore,Galway,-8.93104424,53.26963529,2.416836407,2.864064666,1.420450859,2.569124454,2.736432054,2.49411,1813.1,5819,3.04,0.506539194,16.03,3.2,7.1,6.510638298,2.7,10.25,4.46896093,4.852170879
Oughterard,Galway,-9.316494673,53.42662034,1.993809882,2.368808303,1.420450859,2.087744933,2.236625313,1.85542,570.7,1846,3.04,0.782392161,16.03,3.2,7.1,0.872340426,2.7,10.25,2.965536105,3.704063589
Portumna,Galway,-8.221263861,53.09284463,2.551665364,2.677110954,1.420450859,2.385927483,2.548547123,3.7262904,1174.9,1690,3.04,0.615974173,16.03,3.2,7.1,0.829787234,2.7,10.25,3.560244351,3.615770982
Rosscahill,Galway,-9.24379676,53.38760341,2.322576123,2.506980432,1.420450859,2.220609819,2.376834506,3.088005,789.8,327,3.04,0.722956712,16.03,3.2,7.1,0.106382979,2.7,10.25,2.414067271,1.973247345
Roundstone,Galway,-9.922825824,53.39571865,1.65117715,2.213963663,1.420450859,1.94215736,2.07959887,0.599715,395.5,231,3.04,1.383623079,16.03,3.2,7.1,0.510638298,2.7,10.25,2.083204783,1.625704885
Tuam,Galway,-8.853791269,53.51739356,2.519903762,2.946269448,1.420450859,2.650315866,2.819140238,2.7633424,2194.5,9647,3.04,0.311956749,16.03,3.2,7.1,4.510638298,2.7,10.25,4.437008289,5.35768944
Turloughmore,Galway,-8.868135525,53.37872609,2.04436586,2.797703459,1.420450859,2.504105831,2.669983549,0.8295856,1555.5,243,3.04,0.388560879,16.03,3.2,7.1,0.085106383,2.7,10.25,2.040693354,1.676348618
Williamstown,Galway,-8.582293251,53.67677549,2.339407111,2.56279469,1.420450859,2.274242256,2.432874285,3.006673464,900,198,3.04,0.071807443,16.03,3.2,7.1,0,2.7,10.25,2.724742877,1.471554205
Woodford,Galway,-8.400577399,53.05284857,2.358209614,2.566536379,1.420450859,2.278224165,2.43697854,3.088858128,907.9,242,3.04,0.578391925,16.03,3.2,7.1,0.021276596,2.7,10.25,1.77573812,1.672224901
Abbeydorney,Kerry,-9.683842044,52.34747114,3.604679166,2.84138512,1.420450859,2.54734929,2.714210563,8.5,1722.8,528,3.04,0.264621586,16.03,3.2,7.1,0.127659574,2.7,9.225,3.271707181,1.759236278
Annascaul,Kerry,-10.05144076,52.15089282,2.920373837,2.499025619,1.420450859,2.213236816,2.369155888,6.1,776.5,291,3.04,0.264225735,16.03,3.2,7.1,0.106382979,2.7,9.225,2.702343441,1.163463261
Ardfert,Kerry,-9.775761283,52.32349125,2.758660138,2.730986554,1.420450859,2.438827888,2.603035388,4.6,1333,771,3.04,0.218457683,16.03,3.2,7.1,1.595744681,2.7,9.225,3.990551387,2.137828367
Ballybunion,Kerry,-9.669576962,52.51276487,2.963625475,2.97473002,1.420450859,2.678830089,2.848116407,4.896,2346,1618,3.04,0.424945793,16.03,3.2,7.1,1.829787234,2.7,9.225,4.32257001,2.879086091
Ballyduff,Kerry,-9.661159246,52.45307739,2.401161801,2.625142863,1.420450859,2.33563099,2.496584295,3.128,1042.3,447,3.04,0.371012794,16.03,3.2,7.1,0.063829787,2.7,9.225,2.318282879,1.592698588
Ballyheigue,Kerry,-9.833007411,52.39123563,2.598729625,2.873071976,1.420450859,2.578549379,2.746055911,3.37552,1854.1,546,3.04,0.288713991,16.03,3.2,7.1,0.255319149,2.7,9.225,3.203557228,1.79275897
Ballylongford,Kerry,-9.479092822,52.54817275,1.974443874,2.865206154,1.420450859,2.570890074,2.738232284,0.27744,1820.6,415,3.04,0.541535133,16.03,3.2,7.1,0.255319149,2.7,9.225,2.110467002,1.518418514
Beaufort,Kerry,-9.637599735,52.06850904,2.649749589,2.440898586,1.420450859,2.157161645,2.310236854,4.92,677.7,273,3.04,0.157941497,16.03,3.2,7.1,0.042553191,2.7,9.225,2.151934726,1.099611789
Brosna,Kerry,-9.267431176,52.31227627,2.792257383,2.762280466,1.420450859,2.469768874,2.634786714,4.674,1433.9,174,3.04,0.56301534,16.03,3.2,7.1,0,2.7,9.225,#NUM!,0.649195293
Cahirciveen,Kerry,-10.22405556,51.94724159,2.70223759,2.583998458,1.420450859,2.2956403,2.455098335,4.756,946.9,1297,3.04,0.460970372,16.03,3.2,7.1,0.404255319,2.7,9.225,3.260201706,2.657949178
Castlegregory,Kerry,-10.02100369,52.25280848,2.682639322,2.444302202,1.420450859,2.160519235,2.313764312,5.07416,683.1,370,3.04,0.27298261,16.03,3.2,7.1,0.170212766,2.7,9.225,2.770840572,1.403642999
Castleisland,Kerry,-9.461324838,52.23116079,2.460133019,2.688442856,1.420450859,2.397350483,2.560340897,3.23408,1207.7,2536,3.04,0.352907189,16.03,3.2,7.1,0.404255319,2.7,9.225,3.198365568,3.328483309
Castlemaine,Kerry,-9.700304506,52.17101207,2.344375956,2.62534478,1.420450859,2.335675661,2.496648479,2.84376,1042.8,177,3.04,0.111943547,16.03,3.2,7.1,0.021276596,2.7,9.225,1.799996106,0.666289726
Causeway,Kerry,-9.735083276,52.41419327,2.10670559,2.544603032,1.420450859,2.257364377,2.41526968,1.89584,863.8,220,3.04,0.313666377,16.03,3.2,7.1,0.021276596,2.7,9.225,1.542117024,0.88376754
Cromane,Kerry,-9.893393052,52.1037261,1.646212302,2.173666406,1.420450859,1.903988502,2.037955743,0.695,360.6,206,3.04,0.102279438,16.03,3.2,7.1,0.170212766,2.7,9.225,1.630002656,0.818016163
Dingle-Daingean UChuis,Kerry,-10.26969382,52.14103077,2.745086378,2.507048934,1.420450859,2.220837306,2.377094791,5.2,790.6,1671,3.04,0.47987513,16.03,3.2,7.1,2.808510638,2.7,9.225,4.062436227,2.911317522
Duagh,Kerry,-9.384654765,52.41331908,2.328556987,2.549578873,1.420450859,2.262327547,2.420427656,2.99,873.9,278,3.04,0.509832211,16.03,3.2,7.1,0,2.7,9.225,#NUM!,1.117761108
Fenit,Kerry,-9.857141675,52.28194379,2.13935683,2.62018273,1.420450859,2.33068055,2.491470012,1.834,1030.3,619,3.04,0.188317543,16.03,3.2,7.1,0.170212766,2.7,9.225,2.50735516,1.918245267
Fieries,Kerry,-9.595677301,52.17124256,2.465070049,2.99573922,1.420450859,2.699609559,2.869222609,2.340328,2463.3,573,3.04,0.206189553,16.03,3.2,7.1,0.085106383,2.7,9.225,2.690756169,1.841025711
Glenbeigh,Kerry,-9.943343482,52.05529518,1.930061729,2.203501973,1.420450859,1.931880216,2.068579596,2.025896,387.1,426,3.04,0.160302502,16.03,3.2,7.1,0.255319149,2.7,9.225,2.301523706,1.54457934
Gneevgullia,Kerry,-9.273359157,52.11851265,2.143636682,2.602420826,1.420450859,2.313593866,2.473733861,1.907984,988.5,300,3.04,0.517932784,16.03,3.2,7.1,0.255319149,2.7,9.225,2.68263479,1.193922468
Kenmare,Kerry,-9.583264176,51.88386387,2.350460406,2.760822816,1.420450859,2.468120041,2.633108312,2.4698,1428.7,2566,3.04,0.303914621,16.03,3.2,7.1,1.574468085,2.7,9.225,3.744736693,3.340243539
Kilcummin,Kerry,-9.474637281,52.09638823,2.749930401,2.822731546,1.420450859,2.529006618,2.695462983,4.282,1649.8,612,3.04,0.316626342,16.03,3.2,7.1,0.361702128,2.7,9.225,3.407429026,1.906872276
Kilflynn,Kerry,-9.625338249,52.35076199,2.783824484,2.926029176,1.420450859,2.630777401,2.799264984,4.1426,2096.2,144,3.04,0.29597929,16.03,3.2,7.1,0.021276596,2.7,9.225,2.26660786,0.459953293
Kilgarvan,Kerry,-9.441249499,51.90416105,2.720840032,2.77401687,1.420450859,2.481207664,2.646524768,4.282,1473.5,264,3.04,0.40371291,16.03,3.2,7.1,0.063829787,2.7,9.225,2.6050202,1.066089097
Killarney,Kerry,-9.501534885,52.05701662,2.543247203,2.803864116,1.420450859,2.509851585,2.675869456,3.3062,1576.9,14412,3.04,0.293638248,16.03,3.2,7.1,10.29787234,2.7,9.225,4.729880778,5.129898715
Killorglin,Kerry,-9.791130324,52.10557486,2.606811816,2.825005148,1.420450859,2.531089154,2.697605917,3.559908,1658.4,2163,3.04,0,16.03,3.2,7.1,0.914893617,2.7,9.225,3.732498661,3.16939142
Knightstown,Kerry,-10.29552182,51.92367596,1.859689674,2.113978642,1.420450859,1.849516806,1.977433104,1.93706896,312.7,244,3.04,0.536188395,16.03,3.2,7.1,0.234042553,2.7,9.225,2.15156779,0.987308219
Listowel,Kerry,-9.489008304,52.44844976,2.930454833,2.440012131,1.420450859,2.156282852,2.309278324,6.32625,675.8,4794,3.04,0.456991151,16.03,3.2,7.1,2.234042553,2.7,9.225,3.980055979,3.951243719
Lixnaw,Kerry,-9.618994677,52.40544848,2.864943858,2.935455021,1.420450859,2.640082468,2.808730941,4.52,2142.4,758,3.04,0.345767071,16.03,3.2,7.1,0.29787234,2.7,9.225,3.460069172,2.120823379
Milltown,Kerry,-9.716223954,52.14366263,2.468230095,2.586019025,1.420450859,2.297191749,2.45673884,3.58075,951,372,3.04,0.084033582,16.03,3.2,7.1,2.063829787,2.7,9.225,3.846828394,1.409033848
Newtownsandes,Kerry,-9.371373151,52.5003845,2.468975767,2.7370934,1.420450859,2.445086909,2.609447666,3.1328,1352.4,378,3.04,0.576255792,16.03,3.2,7.1,0.063829787,2.7,9.225,2.432061229,1.425034189
Portmagee,Kerry,-10.36686831,51.88426222,0.949738199,2.455258256,1.420450859,2.171375492,2.325163988,-3.6235576,700.9,116,3.04,0.616809139,16.03,3.2,7.1,0.021276596,2.7,9.225,#NUM!,0.243730185
Rathmore,Kerry,-9.213167504,52.08420133,1.943356601,2.821777508,1.420450859,2.528156029,2.694581811,0.2518168,1646.1,766,3.04,0.57835789,16.03,3.2,7.1,0.595744681,2.7,9.225,2.392601089,2.131322164
Sneem,Kerry,-9.899265932,51.83702607,2.872719782,2.355907651,1.420450859,2.07591851,2.224086888,6.287235,555,386,3.04,0.289502607,16.03,3.2,7.1,0.319148936,2.7,9.225,3.046746078,1.445977363
Spa,Kerry,-9.790660722,52.27594162,2.74234611,2.375890244,1.420450859,2.094841711,2.244252738,5.576295,581.7,362,3.04,0.170367407,16.03,3.2,7.1,0.382978723,2.7,9.225,3.094219452,1.381784206
Tarbert,Kerry,-9.375878147,52.5710835,2.527146844,2.674856775,1.420450859,2.384249697,2.546815889,3.609361,1170.2,546,3.04,0.62380499,16.03,3.2,7.1,0.063829787,2.7,9.225,2.430713812,1.79275897
Tralee,Kerry,-9.703328952,52.26955632,2.401291741,2.950046678,1.420450859,2.654013581,2.822904188,2.1590434,2213.8,26079,3.04,0.186008065,16.03,3.2,7.1,10.19148936,2.7,9.225,4.687637411,5.659025666
Waterville,Kerry,-10.1693827,51.83184214,2.353450835,2.942966155,1.420450859,2.648439483,2.817124848,1.938272832,2180,555,3.04,3.554794202,16.03,3.2,7.1,0.255319149,2.7,9.225,3.03295479,1.809108108
Allenwood,Kildare,-6.857524028,53.28144082,-0.431182981,2.74805058,1.420450859,2.455462256,2.620121399,-11.4,1386.6,1685,3.04,0.234819182,16.03,3.2,7.1,4.425531915,2.7,8.975,#NUM!,3.195914213
Athgarvan,Kildare,-6.780442671,53.15251962,3.215858172,2.82665492,1.420450859,2.532817431,2.699367649,6.6,1665,1193,3.04,0.115037062,16.03,3.2,7.1,1.234042553,2.7,8.975,4.132288309,2.850619793
Athy,Kildare,-6.981821236,52.99155051,3.220464745,2.901356649,1.420450859,2.606234979,2.774281237,6.4,1979,11035,3.04,0.162826692,16.03,3.2,7.1,4.765957447,2.7,8.975,4.780775929,5.043425117
Ballitore,Kildare,-6.814737605,53.00953381,2.681567471,2.775952066,1.420450859,2.483027023,2.648407406,4.08,1480.4,667,3.04,0.041413834,16.03,3.2,7.1,0.276595745,2.7,8.975,3.222884734,2.269183416
Ballymore Eustace,Kildare,-6.615160308,53.1320444,2.898830945,2.864529025,1.420450859,2.570197179,2.737537664,4.90144,1818.1,478,3.04,0.229842421,16.03,3.2,7.1,0.063829787,2.7,8.975,2.754964854,1.936004103
Ballyoulster,Kildare,-6.513572103,53.34067462,2.339440801,2.779563358,1.420450859,2.486747855,2.652201933,2.35824,1492.9,523,3.04,0.430226069,16.03,3.2,7.1,0.106382979,2.7,8.975,2.573490866,2.025974835
Ballyroe,Kildare,-6.933780732,52.96255067,1.642597971,2.292757469,1.420450859,2.016095148,2.160006378,0.32368,478.6,196,3.04,0.135249549,16.03,3.2,7.1,0.021276596,2.7,8.975,0.517990702,1.04450803
Brannockstown,Kildare,-6.692759172,53.1196195,1.920051513,2.427167329,1.420450859,2.144141836,2.296497542,1.312,656.5,235,3.04,0.15395537,16.03,3.2,7.1,0.212765957,2.7,8.975,2.263070708,1.225978885
Calverstown,Kildare,-6.79837253,53.08312282,2.71553687,2.853520765,1.420450859,2.55929477,2.726417957,4.018,1772.3,652,3.04,0.046493181,16.03,3.2,7.1,0.042553191,2.7,8.975,2.481479308,2.246437932
Carragh,Kildare,-6.727756181,53.23570324,2.23184726,2.949658531,1.420450859,2.654117723,2.823009188,1.312,2214.3,1006,3.04,0.2130761,16.03,3.2,7.1,0.510638298,2.7,8.975,3.171283679,2.680130721
